Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1919,500.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1919,
Biological,Epidemic,Viral disease,AIA,Anguilla,Latin America and the Caribbean,Americas,,,1919,
Climatological,Drought,Drought,AIA,Anguilla,Latin America and the Caribbean,Americas,,,1919,
Biological,Epidemic,Bacterial disease,IND,India,Southern Asia,Asia,,,1920,2000000.0
Biological,Epidemic,Bacterial disease,IND,India,Southern Asia,Asia,,,1920,500000.0
Hydrological,Flood,Flood (General),DFR,Germany Federal Republic,Western Europe,Europe,,,1920,
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,36.888,105.606,1920,180000.0
Biological,Epidemic,Viral disease,AIA,Anguilla,Latin America and the Caribbean,Americas,,,1920,
Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,44.3,10.3,1920,1400.0
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1920,224.0
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,19.26,-96.97,1920,648.0
Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,40.2,20.0,1920,200.0
Geophysical,Earthquake,Ground movement,ARG,Argentina,Latin America and the Caribbean,Americas,-32.7,-68.4,1920,400.0
Climatological,Drought,Drought,CHN,China,Eastern Asia,Asia,,,1920,500000.0
Climatological,Drought,Drought,CPV,Cabo Verde,Sub-Saharan Africa,Africa,,,1920,24000.0
Biological,Epidemic,Viral disease,AIA,Anguilla,Latin America and the Caribbean,Americas,,,1921,
Climatological,Drought,Drought,SUN,Soviet Union,Eastern Europe,Europe,,,1921,1200000.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-28.553,-70.755,1922,1000.0
Hydrological,Mass movement (wet),Landslide (wet),ITA,Italy,Southern Europe,Europe,,,1922,100.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1922,
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1922,100000.0
Biological,Epidemic,Viral disease,AIA,Anguilla,Latin America and the Caribbean,Americas,,,1922,
Climatological,Wildfire,Forest fire,CAN,Canada,Northern America,Americas,,,1922,43.0
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,24.5,122.0,1922,5.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,32.7,130.3,1922,27.0
Biological,Epidemic,Parasitic disease,SUN,Soviet Union,Eastern Europe,Europe,,,1923,
Biological,Epidemic,Bacterial disease,NER,Niger,Sub-Saharan Africa,Africa,,,1923,100000.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1923,6.0
Meteorological,Storm,Tropical cyclone,MMR,Myanmar,South-eastern Asia,Asia,,,1923,6.0
Meteorological,Storm,Hail,SUN,Soviet Union,Eastern Europe,Europe,,,1923,23.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,35.413,139.298,1923,143000.0
Hydrological,Mass movement (wet),Landslide (wet),JPN,Japan,Eastern Asia,Asia,,,1923,200.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1923,3000.0
Meteorological,Storm,Tropical cyclone,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1923,4.0
Biological,Epidemic,Viral disease,AIA,Anguilla,Latin America and the Caribbean,Americas,,,1923,
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1923,100.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,31.295,100.75,1923,5000.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,35.2,59.2,1923,2200.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,36.617,57.046,1923,157.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,29.196,56.833,1923,290.0
Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,1.0,-77.5,1923,300.0
Biological,Epidemic,Bacterial disease,IND,India,Southern Asia,Asia,,,1924,300000.0
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1924,1000.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1924,1242.0
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,-1.29,-78.52,1924,40.0
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-7.21,109.56,1924,727.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.7,42.8,1924,50.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,36.983,164.0,1924,100.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.897,41.891,1924,60.0
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-7.3,109.8,1924,60.0
