Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1975,
Meteorological,Storm,Storm (General),CAN,Canada,Northern America,Americas,,,1975,
Hydrological,Flood,Flood (General),GRD,Grenada,Latin America and the Caribbean,Americas,,,1975,
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1975,50.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1975,28.0
Meteorological,Storm,Tropical cyclone,MMR,Myanmar,South-eastern Asia,Asia,,,1975,200.0
Hydrological,Mass movement (wet),Landslide (wet),JPN,Japan,Eastern Asia,Asia,,,1975,30.0
Meteorological,Storm,Tropical cyclone,PRI,Puerto Rico,Latin America and the Caribbean,Americas,,,1975,26.0
Meteorological,Extreme temperature,Heat wave,BRA,Brazil,Latin America and the Caribbean,Americas,,,1975,56.0
Geophysical,Volcanic activity,Ash fall,ECU,Ecuador,Latin America and the Caribbean,Americas,,,1975,
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1975,20000.0
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,42.06,-122.55,1975,
Climatological,Drought,Drought,YMD,People's Democratic Republic of Yemen,Western Asia,Asia,,,1975,
Meteorological,Storm,Storm (General),DFR,Germany Federal Republic,Western Europe,Europe,,,1976,82.0
Meteorological,Storm,Tropical cyclone,MDG,Madagascar,Sub-Saharan Africa,Africa,,,1976,16.0
Geophysical,Earthquake,Ground movement,ISL,Iceland,Northern Europe,Europe,66.157,-16.582,1976,1.0
Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,-28.427,-177.657,1976,
Meteorological,Storm,Tropical cyclone,NCL,New Caledonia,Melanesia,Oceania,,,1976,
Geophysical,Earthquake,Ground movement,GTM,Guatemala,Latin America and the Caribbean,Americas,15.324,-89.101,1976,23000.0
Hydrological,Mass movement (wet),Landslide (wet),ECU,Ecuador,Latin America and the Caribbean,Americas,,,1976,60.0
Geophysical,Earthquake,Ground movement,CUB,Cuba,Latin America and the Caribbean,Americas,,,1976,1.0
Biological,Epidemic,Viral disease,BEN,Benin,Sub-Saharan Africa,Africa,,,1976,1.0
Geophysical,Earthquake,Ground movement,AFG,Afghanistan,Southern Asia,Asia,36.61,67.79,1976,50.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,41.13,43.01,1976,2.0
Climatological,Wildfire,Forest fire,CRI,Costa Rica,Latin America and the Caribbean,Americas,,,1976,
Hydrological,Flood,Flood (General),AFG,Afghanistan,Southern Asia,Asia,,,1976,51.0
Hydrological,Flood,Flood (General),ETH,Ethiopia,Sub-Saharan Africa,Africa,,,1976,
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,0.782,79.804,1976,10.0
Meteorological,Storm,Tornado,BGD,Bangladesh,Southern Asia,Asia,,,1976,46.0
Meteorological,Storm,Tropical cyclone,GUM,Guam,Micronesia,Oceania,,,1976,9.0
Hydrological,Mass movement (wet),Landslide (wet),COL,Colombia,Latin America and the Caribbean,Americas,,,1976,13.0
Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,46.356,13.275,1976,922.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1976,274.0
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,40.381,63.472,1976,
Hydrological,Mass movement (wet),Landslide (wet),NPL,Nepal,Southern Asia,Asia,,,1976,150.0
Hydrological,Flood,Flood (General),BGD,Bangladesh,Southern Asia,Asia,,,1976,168.0
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-4.603,140.091,1976,420.0
Hydrological,Flood,Flood (General),NIC,Nicaragua,Latin America and the Caribbean,Americas,,,1976,16.0
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1976,
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-8.17,114.888,1976,573.0
Meteorological,Storm,Storm (General),MEX,Mexico,Latin America and the Caribbean,Americas,,,1976,120.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,39.57,117.978,1976,242000.0
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1976,139.0
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,Asia,,,1976,338.0
Hydrological,Mass movement (wet),Landslide (wet),KOR,Republic of Korea,Eastern Asia,Asia,,,1976,25.0
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,6.262,124.023,1976,6000.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,30.37,104.06,1976,
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,37.7,28.89,1976,4.0
Geophysical,Volcanic activity,Ash fall,GLP,Guadeloupe,Latin America and the Caribbean,Americas,,,1976,
Biological,Epidemic,Viral disease,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,1976,245.0
Biological,Epidemic,Viral disease,SDN,Sudan,Northern Africa,Africa,,,1976,150.0
Geophysical,Volcanic activity,Ash fall,PHL,Philippines,South-eastern Asia,Asia,,,1976,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1976,169.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1976,40.0
Meteorological,Storm,Tropical cyclone,MEX,Mexico,Latin America and the Caribbean,Americas,,,1976,600.0
Hydrological,Flood,Flood (General),AUS,Australia,Australia and New Zealand,Oceania,,,1976,
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,-0.14,-78.3,1976,10.0
Geophysical,Volcanic activity,Ash fall,CRI,Costa Rica,Latin America and the Caribbean,Americas,,,1976,
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-4.517,139.918,1976,133.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,33.8,59.15,1976,16.0
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,Asia,,,1976,163.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1976,95.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.121,44.029,1976,3840.0
Geophysical,Volcanic activity,Ash fall,ECU,Ecuador,Latin America and the Caribbean,Americas,-0.677,-78.436,1976,1.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1976,3.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1976,110.0
Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,,,1976,8.0
Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,,,1976,10.0
Hydrological,Flood,Flood (General),NZL,New Zealand,Australia and New Zealand,Oceania,,,1976,
Meteorological,Storm,Storm (General),AUS,Australia,Australia and New Zealand,Oceania,,,1976,
Meteorological,Storm,Tornado,BGD,Bangladesh,Southern Asia,Asia,,,1976,1.0
Hydrological,Flood,Flood (General),HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1976,
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1976,5.0
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1976,3.0
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1976,30.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1976,87.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1976,18.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1976,30.0
Hydrological,Flood,Flood (General),HND,Honduras,Latin America and the Caribbean,Americas,,,1976,20.0
Hydrological,Flood,Flood (General),MMR,Myanmar,South-eastern Asia,Asia,,,1976,
Meteorological,Storm,Storm (General),BEL,Belgium,Western Europe,Europe,,,1976,
Hydrological,Mass movement (wet),Landslide (wet),TUR,Türkiye,Western Asia,Asia,,,1976,40.0
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,Asia,,,1976,40.0
Meteorological,Storm,Storm (General),GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,1976,
Meteorological,Storm,Storm (General),DNK,Denmark,Northern Europe,Europe,,,1976,
Meteorological,Storm,Storm (General),NLD,Netherlands (Kingdom of the),Western Europe,Europe,,,1976,
Meteorological,Storm,Storm (General),SWE,Sweden,Northern Europe,Europe,,,1976,
Meteorological,Storm,Storm (General),AUT,Austria,Western Europe,Europe,,,1976,
Meteorological,Storm,Storm (General),FRA,France,Western Europe,Europe,,,1976,
Meteorological,Storm,Storm (General),CHE,Switzerland,Western Europe,Europe,,,1976,
Hydrological,Mass movement (wet),Landslide (wet),TUR,Türkiye,Western Asia,Asia,,,1976,27.0
Hydrological,Flood,Flood (General),COL,Colombia,Latin America and the Caribbean,Americas,,,1976,47.0
Meteorological,Storm,Storm (General),IDN,Indonesia,South-eastern Asia,Asia,,,1976,25.0
Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,,,1976,12.0
Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,46.302,13.197,1976,11.0
Climatological,Drought,Drought,AUS,Australia,Australia and New Zealand,Oceania,,,1976,
Climatological,Drought,Drought,AUS,Australia,Australia and New Zealand,Oceania,,,1976,
Climatological,Drought,Drought,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1976,
Climatological,Drought,Drought,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1977,
Climatological,Drought,Drought,GMB,Gambia,Sub-Saharan Africa,Africa,,,1977,
Climatological,Drought,Drought,MLI,Mali,Sub-Saharan Africa,Africa,,,1978,
Climatological,Drought,Drought,MRT,Mauritania,Sub-Saharan Africa,Africa,,,1976,
Climatological,Drought,Drought,SEN,Senegal,Sub-Saharan Africa,Africa,,,1977,
Climatological,Drought,Drought,BEL,Belgium,Western Europe,Europe,,,1976,
Climatological,Drought,Drought,RWA,Rwanda,Sub-Saharan Africa,Africa,,,1976,
Biological,Epidemic,Bacterial disease,ECU,Ecuador,Latin America and the Caribbean,Americas,,,1977,
Biological,Epidemic,Bacterial disease,GHA,Ghana,Sub-Saharan Africa,Africa,,,1977,
Biological,Epidemic,Bacterial disease,IND,India,Southern Asia,Asia,,,1977,
Biological,Epidemic,Bacterial disease,IDN,Indonesia,South-eastern Asia,Asia,,,1977,37.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1977,10.0
Hydrological,Flood,Flood (General),MAR,Morocco,Northern Africa,Africa,,,1977,
Hydrological,Flood,Flood (General),ZAF,South Africa,Sub-Saharan Africa,Africa,,,1977,4.0
Biological,Epidemic,Viral disease,SOM,Somalia,Sub-Saharan Africa,Africa,,,1977,
Biological,Epidemic,Bacterial disease,LKA,Sri Lanka,Southern Asia,Asia,,,1977,
Biological,Epidemic,Viral disease,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1977,
Geophysical,Volcanic activity,Ash fall,ETH,Ethiopia,Sub-Saharan Africa,Africa,,,1977,64.0
Meteorological,Extreme temperature,Cold wave,USA,United States of America,Northern America,Americas,,,1977,
Hydrological,Flood,Flood (General),BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,1977,10.0
Geophysical,Volcanic activity,Ash fall,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,-1.52,29.25,1977,147.0
Meteorological,Storm,Tropical cyclone,VUT,Vanuatu,Melanesia,Oceania,,,1977,
Hydrological,Flood,Flood (General),MOZ,Mozambique,Sub-Saharan Africa,Africa,,,1977,300.0
Meteorological,Storm,Tropical cyclone,MDG,Madagascar,Sub-Saharan Africa,Africa,,,1977,10.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1977,
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1977,12.0
Geophysical,Earthquake,Ground movement,BGR,Bulgaria,Eastern Europe,Europe,45.77,26.76,1977,20.0
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,45.772,26.761,1977,1641.0
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,16.773,122.327,1977,1.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,27.609,56.393,1977,167.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.56,40.02,1977,30.0
Meteorological,Storm,Storm (General),BGD,Bangladesh,Southern Asia,Asia,,,1977,600.0
Geophysical,Volcanic activity,Ash fall,COM,Comoros,Sub-Saharan Africa,Africa,,,1977,1.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,31.98,50.68,1977,352.0
Geophysical,Volcanic activity,Ash fall,REU,Réunion,Sub-Saharan Africa,Africa,,,1977,
Geophysical,Earthquake,Ground movement,SLB,Solomon Islands,Melanesia,Oceania,-9.828,160.323,1977,34.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1977,13.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1977,2.0
Hydrological,Flood,Flood (General),ITA,Italy,Southern Europe,Europe,,,1977,7.0
Hydrological,Flood,Flood (General),KEN,Kenya,Sub-Saharan Africa,Africa,,,1977,100.0
Biological,Epidemic,Bacterial disease,MYS,Malaysia,South-eastern Asia,Asia,,,1977,
Meteorological,Storm,Tropical cyclone,OMN,Oman,Western Asia,Asia,,,1977,105.0
Biological,Epidemic,Viral disease,PER,Peru,Latin America and the Caribbean,Americas,,,1977,26.0
Hydrological,Flood,Flood (General),SWE,Sweden,Northern Europe,Europe,,,1977,
Hydrological,Mass movement (wet),Landslide (wet),COL,Colombia,Latin America and the Caribbean,Americas,,,1977,
Meteorological,Storm,Storm (General),TCD,Chad,Sub-Saharan Africa,Africa,,,1977,13.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,38.934,44.38,1977,3.0
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,Asia,,,1977,848.0
Hydrological,Flood,Flood (General),CUB,Cuba,Latin America and the Caribbean,Americas,,,1977,7.0
Biological,Epidemic,Viral disease,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1977,
Biological,Epidemic,Bacterial disease,JPN,Japan,Eastern Asia,Asia,,,1977,1.0
Hydrological,Flood,Flood (General),TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1977,18.0
Meteorological,Storm,Storm (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1977,10.0
Geophysical,Earthquake,Ground movement,TON,Tonga,Polynesia,Oceania,-22.878,-175.9,1977,1.0
Hydrological,Flood,Flood (General),KOR,Republic of Korea,Eastern Asia,Asia,,,1977,297.0
Biological,Epidemic,Bacterial disease,SYR,Syrian Arab Republic,Western Asia,Asia,,,1977,88.0
Hydrological,Flood,Riverine flood,FRA,France,Western Europe,Europe,,,1977,26.0
Meteorological,Storm,Storm (General),PHL,Philippines,South-eastern Asia,Asia,,,1977,
Meteorological,Storm,Storm (General),CHL,Chile,Latin America and the Caribbean,Americas,,,1977,15.0
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,1977,
Hydrological,Flood,Flash flood,USA,United States of America,Northern America,Americas,,,1977,76.0
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1977,61.0
Meteorological,Storm,Tropical cyclone,IDN,Indonesia,South-eastern Asia,Asia,,,1977,1.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1977,16.0
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1977,500.0
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,Asia,,,1977,10.0
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,Asia,,,1977,
Biological,Epidemic,Parasitic disease,SYR,Syrian Arab Republic,Western Asia,Asia,,,1977,
Biological,Epidemic,Parasitic disease,TUR,Türkiye,Western Asia,Asia,,,1977,
Hydrological,Flood,Flood (General),POL,Poland,Eastern Europe,Europe,,,1977,
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1977,5.0
Geophysical,Volcanic activity,Ash fall,JPN,Japan,Eastern Asia,Asia,,,1977,3.0
Hydrological,Flood,Flood (General),KOR,Republic of Korea,Eastern Asia,Asia,,,1977,18.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1977,
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-11.164,118.378,1977,185.0
Biological,Epidemic,Bacterial disease,BGD,Bangladesh,Southern Asia,Asia,,,1977,260.0
Hydrological,Flood,Flood (General),BGD,Bangladesh,Southern Asia,Asia,,,1977,5.0
Hydrological,Flood,Flood (General),MMR,Myanmar,South-eastern Asia,Asia,,,1977,3.0
Hydrological,Flood,Flood (General),TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1977,27.0
Biological,Epidemic,Bacterial disease,KIR,Kiribati,Micronesia,Oceania,,,1977,17.0
Biological,Epidemic,Bacterial disease,PHL,Philippines,South-eastern Asia,Asia,,,1977,7.0
Meteorological,Storm,Tropical cyclone,MEX,Mexico,Latin America and the Caribbean,Americas,,,1977,10.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1977,16.0
Hydrological,Flood,Flash flood,USA,United States of America,Northern America,Americas,,,1977,25.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1977,60.0
Hydrological,Flood,Flood (General),DJI,Djibouti,Sub-Saharan Africa,Africa,,,1977,
Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,,,1977,60.0
Hydrological,Flood,Flood (General),ITA,Italy,Southern Europe,Europe,,,1977,16.0
Biological,Epidemic,Bacterial disease,THA,Thailand,South-eastern Asia,Asia,,,1977,100.0
Meteorological,Storm,Tornado,BGD,Bangladesh,Southern Asia,Asia,,,1977,21.0
Hydrological,Flood,Flood (General),BGD,Bangladesh,Southern Asia,Asia,,,1977,8.0
Meteorological,Storm,Hail,MOZ,Mozambique,Sub-Saharan Africa,Africa,,,1977,3.0
Hydrological,Flood,Riverine flood,SOM,Somalia,Sub-Saharan Africa,Africa,,,1977,
Hydrological,Flood,Flood (General),ETH,Ethiopia,Sub-Saharan Africa,Africa,,,1977,7.0
Hydrological,Flood,Flood (General),GRC,Greece,Southern Europe,Europe,,,1977,27.0
Biological,Epidemic,Bacterial disease,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1977,500.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1977,14204.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1977,40.0
Hydrological,Flood,Flood (General),PER,Peru,Latin America and the Caribbean,Americas,,,1977,4.0
Geophysical,Earthquake,Ground movement,ARG,Argentina,Latin America and the Caribbean,Americas,-31.028,-67.767,1977,70.0
Biological,Epidemic,Bacterial disease,IDN,Indonesia,South-eastern Asia,Asia,,,1977,80.0
Hydrological,Mass movement (wet),Landslide (wet),SWE,Sweden,Northern Europe,Europe,,,1977,13.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,27.69,56.57,1977,3.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,30.95,56.47,1977,589.0
Meteorological,Storm,Tropical cyclone,TON,Tonga,Polynesia,Oceania,,,1977,
Hydrological,Flood,Flood (General),BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1977,
Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,,,1977,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1977,4.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1977,
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,Asia,,,1977,14.0
Biological,Epidemic,Parasitic disease,PHL,Philippines,South-eastern Asia,Asia,,,1977,50.0
Biological,Epidemic,Viral disease,PHL,Philippines,South-eastern Asia,Asia,,,1977,18.0
Hydrological,Flood,Flood (General),NZL,New Zealand,Australia and New Zealand,Oceania,,,1977,
Hydrological,Flood,Flood (General),HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1977,
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1977,1.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1977,2.0
Meteorological,Storm,Storm (General),CAN,Canada,Northern America,Americas,,,1977,
Hydrological,Flood,Flood (General),PER,Peru,Latin America and the Caribbean,Americas,,,1977,17.0
Hydrological,Flood,Flood (General),VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,,,1977,
Hydrological,Flood,Flood (General),CHE,Switzerland,Western Europe,Europe,,,1977,
Hydrological,Flood,Coastal flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,1977,6.0
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,1977,3.0
Meteorological,Storm,Storm (General),OMN,Oman,Western Asia,Asia,,,1977,2.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1977,60.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1977,51.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1977,40.0
Hydrological,Mass movement (wet),Landslide (wet),LKA,Sri Lanka,Southern Asia,Asia,,,1977,27.0
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1977,39.0
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,,,1977,2.0
Climatological,Drought,Drought,HTI,Haiti,Latin America and the Caribbean,Americas,,,1977,
Climatological,Drought,Drought,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,1977,
Climatological,Drought,Drought,BRA,Brazil,Latin America and the Caribbean,Americas,,,1977,
Climatological,Drought,Drought,LKA,Sri Lanka,Southern Asia,Asia,,,1977,
Climatological,Drought,Drought,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1977,
Climatological,Drought,Drought,TUN,Tunisia,Northern Africa,Africa,,,1977,
