Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,Asia,,,1986,9.0
Meteorological,Storm,Blizzard/Winter storm,JPN,Japan,Eastern Asia,Asia,,,1986,
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1986,28.0
Meteorological,Storm,Hail,BGD,Bangladesh,Southern Asia,Asia,,,1986,100.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-13.32,-71.57,1986,15.0
Hydrological,Flood,Flood (General),FJI,Fiji,Melanesia,Oceania,,,1986,19.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1986,2.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,37.993,37.806,1986,15.0
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,,,1986,42.0
Hydrological,Flood,Flood (General),JAM,Jamaica,Latin America and the Caribbean,Americas,,,1986,54.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1986,11.0
Meteorological,Storm,Tropical cyclone,SLB,Solomon Islands,Melanesia,Oceania,,,1986,101.0
Hydrological,Mass movement (wet),Landslide (wet),TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1986,14.0
Meteorological,Storm,Severe weather,CHL,Chile,Latin America and the Caribbean,Americas,,,1986,16.0
Meteorological,Storm,Storm (General),DOM,Dominican Republic,Latin America and the Caribbean,Americas,,,1986,12.0
Meteorological,Storm,Sand/Dust storm,PAK,Pakistan,Southern Asia,Asia,,,1986,11.0
Hydrological,Flood,Flood (General),HTI,Haiti,Latin America and the Caribbean,Americas,,,1986,79.0
Climatological,Wildfire,Forest fire,PRT,Portugal,Southern Europe,Europe,,,1986,15.0
Biological,Epidemic,Viral disease,IND,India,Southern Asia,Asia,,,1986,210.0
Biological,Infestation,Grasshopper infestation,GNB,Guinea-Bissau,Sub-Saharan Africa,Africa,,,1986,
Geophysical,Earthquake,Ground movement,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,,,1986,2.0
Hydrological,Flood,Riverine flood,CHL,Chile,Latin America and the Caribbean,Americas,,,1986,23.0
Geophysical,Earthquake,Ground movement,PNG,Papua New Guinea,Melanesia,Oceania,-4.0,142.0,1986,
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,Asia,,,1986,36.0
Meteorological,Storm,Storm (General),COL,Colombia,Latin America and the Caribbean,Americas,,,1986,4.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1986,109.0
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1986,172.0
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1986,43.0
Climatological,Wildfire,Forest fire,FRA,France,Western Europe,Europe,,,1986,5.0
Meteorological,Storm,Storm (General),IND,India,Southern Asia,Asia,,,1986,71.0
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1986,187.0
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1986,80.0
Biological,Epidemic,Viral disease,BRA,Brazil,Latin America and the Caribbean,Americas,,,1986,
Biological,Infestation,Grasshopper infestation,NER,Niger,Sub-Saharan Africa,Africa,,,1986,
Biological,Epidemic,Bacterial disease,IDN,Indonesia,South-eastern Asia,Asia,,,1986,59.0
Biological,Epidemic,Infectious disease (General),BGD,Bangladesh,Southern Asia,Asia,,,1986,165.0
Hydrological,Flood,Riverine flood,URY,Uruguay,Latin America and the Caribbean,Americas,,,1986,
Hydrological,Flood,Flood (General),HND,Honduras,Latin America and the Caribbean,Americas,,,1986,
Meteorological,Storm,Hail,CHE,Switzerland,Western Europe,Europe,,,1986,
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,,,1986,4.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1986,17.0
Geophysical,Volcanic activity,Ash fall,CMR,Cameroon,Sub-Saharan Africa,Africa,,,1986,1746.0
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1986,52.0
Meteorological,Storm,Tropical cyclone,IRL,Ireland,Northern Europe,Europe,,,1986,11.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1986,23.0
Meteorological,Storm,Tropical cyclone,KOR,Republic of Korea,Eastern Asia,Asia,,,1986,33.0
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,26.0,46.5,1986,1.0
Biological,Infestation,Grasshopper infestation,NGA,Nigeria,Sub-Saharan Africa,Africa,,,1986,
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,1986,435.0
Hydrological,Flood,Flood (General),VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,,,1986,
Meteorological,Storm,Tropical cyclone,LCA,Saint Lucia,Latin America and the Caribbean,Americas,,,1986,
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,37.02,22.07,1986,20.0
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1986,13.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1986,13.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1986,40.0
Hydrological,Flood,Flash flood,TUN,Tunisia,Northern Africa,Africa,,,1986,23.0
Hydrological,Flood,Flood (General),PAN,Panama,Latin America and the Caribbean,Americas,,,1986,2.0
Hydrological,Flood,Flood (General),COL,Colombia,Latin America and the Caribbean,Americas,,,1986,13.0
Meteorological,Storm,Storm (General),AUS,Australia,Australia and New Zealand,Oceania,,,1986,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1986,22.0
Geophysical,Earthquake,Ground movement,SLV,El Salvador,Latin America and the Caribbean,Americas,13.4,-89.1,1986,1100.0
Hydrological,Flood,Riverine flood,HTI,Haiti,Latin America and the Caribbean,Americas,,,1986,69.0
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,1986,96.0
Biological,Epidemic,Viral disease,NGA,Nigeria,Sub-Saharan Africa,Africa,,,1986,1000.0
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1986,200.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1986,25.0
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1986,13.0
Hydrological,Mass movement (wet),Avalanche (wet),IND,India,Southern Asia,Asia,,,1986,65.0
Geophysical,Volcanic activity,Ash fall,JPN,Japan,Eastern Asia,Asia,,,1986,
Hydrological,Flood,Flood (General),MYS,Malaysia,South-eastern Asia,Asia,,,1986,11.0
Meteorological,Storm,Tornado,ARG,Argentina,Latin America and the Caribbean,Americas,,,1986,1.0
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,,,1986,165.0
Geophysical,Earthquake,Ground movement,BGR,Bulgaria,Eastern Europe,Europe,43.12,25.57,1986,3.0
Geophysical,Earthquake,Ground movement,BRA,Brazil,Latin America and the Caribbean,Americas,-3.58,-62.42,1986,1.0
Meteorological,Storm,Tropical cyclone,WLF,Wallis and Futuna Islands,Polynesia,Oceania,,,1986,1.0
Meteorological,Storm,Tropical cyclone,FJI,Fiji,Melanesia,Oceania,,,1986,1.0
Hydrological,Flood,Flood (General),MDG,Madagascar,Sub-Saharan Africa,Africa,,,1986,
Meteorological,Storm,Storm (General),GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,1986,
Meteorological,Storm,Storm (General),NLD,Netherlands (Kingdom of the),Western Europe,Europe,,,1986,
Meteorological,Storm,Storm (General),CHE,Switzerland,Western Europe,Europe,,,1986,
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-9.505,-77.512,1986,1.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1986,4.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1986,2.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1986,16.0
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,Asia,,,1986,3.0
Geophysical,Earthquake,Ground movement,GTM,Guatemala,Latin America and the Caribbean,Americas,15.075,-92.072,1986,
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,41.431,43.737,1986,2.0
Hydrological,Flood,Flood (General),NZL,New Zealand,Australia and New Zealand,Oceania,,,1986,1.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,31.24,86.847,1986,
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,29.962,51.582,1986,1.0
Hydrological,Flood,Flood (General),NZL,New Zealand,Australia and New Zealand,Oceania,,,1986,
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,32.978,-117.858,1986,
Hydrological,Flood,Flood (General),LKA,Sri Lanka,Southern Asia,Asia,,,1986,43.0
Biological,Infestation,Grasshopper infestation,MLI,Mali,Sub-Saharan Africa,Africa,,,1986,
Geophysical,Earthquake,Ground movement,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,10.77,-69.428,1986,1.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,37.931,28.574,1986,
Meteorological,Storm,Storm (General),CAN,Canada,Northern America,Americas,,,1986,
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,27.727,66.65,1986,
Hydrological,Flood,Riverine flood,CAN,Canada,Northern America,Americas,,,1986,
Climatological,Wildfire,Forest fire,CAN,Canada,Northern America,Americas,,,1986,
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,29.985,51.623,1986,
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1986,1.0
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1986,4.0
Meteorological,Storm,Storm (General),NPL,Nepal,Southern Asia,Asia,,,1986,1.0
Meteorological,Storm,Blizzard/Winter storm,CHN,China,Eastern Asia,Asia,,,1986,
Meteorological,Storm,Storm (General),AUS,Australia,Australia and New Zealand,Oceania,,,1986,4.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1986,77.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1986,
Hydrological,Flood,Flood (General),NPL,Nepal,Southern Asia,Asia,,,1986,22.0
Hydrological,Flood,Flood (General),IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1986,65.0
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1986,233.0
Hydrological,Flood,Flood (General),AUS,Australia,Australia and New Zealand,Oceania,,,1986,8.0
Hydrological,Flood,Flood (General),BGD,Bangladesh,Southern Asia,Asia,,,1986,26.0
Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,,,1986,20.0
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1986,
Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,,,1986,50.0
Climatological,Wildfire,Forest fire,CAN,Canada,Northern America,Americas,,,1986,
Hydrological,Mass movement (wet),Landslide (wet),COL,Colombia,Latin America and the Caribbean,Americas,,,1986,26.0
Hydrological,Mass movement (wet),Landslide (wet),COL,Colombia,Latin America and the Caribbean,Americas,,,1986,35.0
Meteorological,Extreme temperature,Heat wave,USA,United States of America,Northern America,Americas,,,1986,48.0
Meteorological,Storm,Blizzard/Winter storm,IND,India,Southern Asia,Asia,,,1986,65.0
Meteorological,Storm,Severe weather,USA,United States of America,Northern America,Americas,,,1986,
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,Asia,,,1986,100.0
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1986,8.0
Meteorological,Storm,Storm (General),BGD,Bangladesh,Southern Asia,Asia,,,1986,19.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1986,1.0
Hydrological,Mass movement (wet),Landslide (wet),COL,Colombia,Latin America and the Caribbean,Americas,,,1986,200.0
Hydrological,Mass movement (wet),Landslide (wet),JPN,Japan,Eastern Asia,Asia,,,1986,20.0
Hydrological,Mass movement (wet),Landslide (wet),IND,India,Southern Asia,Asia,,,1986,88.0
Geophysical,Earthquake,Ground movement,IND,India,Southern Asia,Asia,32.128,76.374,1986,6.0
Hydrological,Flood,Flood (General),TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1986,
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1986,
Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,,,1986,14.0
Meteorological,Storm,Storm (General),IND,India,Southern Asia,Asia,,,1986,230.0
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1986,14.0
Hydrological,Mass movement (wet),Avalanche (wet),JPN,Japan,Eastern Asia,Asia,,,1986,13.0
Hydrological,Flood,Flood (General),NZL,New Zealand,Australia and New Zealand,Oceania,,,1986,
Hydrological,Flood,Flood (General),CUB,Cuba,Latin America and the Caribbean,Americas,,,1986,
Biological,Epidemic,Bacterial disease,UGA,Uganda,Sub-Saharan Africa,Africa,,,1986,27.0
Climatological,Drought,Drought,ZAF,South Africa,Sub-Saharan Africa,Africa,,,1986,
Climatological,Drought,Drought,IDN,Indonesia,South-eastern Asia,Asia,,,1986,84.0
Climatological,Drought,Drought,CUB,Cuba,Latin America and the Caribbean,Americas,,,1986,
Climatological,Drought,Drought,HUN,Hungary,Eastern Europe,Europe,,,1986,
Climatological,Wildfire,Forest fire,ARG,Argentina,Latin America and the Caribbean,Americas,,,1987,
Biological,Infestation,Grasshopper infestation,MLI,Mali,Sub-Saharan Africa,Africa,,,1987,
Biological,Infestation,Grasshopper infestation,GMB,Gambia,Sub-Saharan Africa,Africa,,,1987,
Biological,Infestation,Locust infestation,SDN,Sudan,Northern Africa,Africa,,,1987,
Biological,Infestation,Grasshopper infestation,SEN,Senegal,Sub-Saharan Africa,Africa,,,1987,
Biological,Infestation,Grasshopper infestation,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1987,
Biological,Infestation,Grasshopper infestation,NER,Niger,Sub-Saharan Africa,Africa,,,1987,
Biological,Epidemic,Bacterial disease,BEN,Benin,Sub-Saharan Africa,Africa,,,1987,24.0
Biological,Infestation,Grasshopper infestation,CMR,Cameroon,Sub-Saharan Africa,Africa,,,1987,
Biological,Infestation,Locust infestation,YMN,Yemen Arab Republic,Western Asia,Asia,,,1987,
Biological,Infestation,Grasshopper infestation,GNB,Guinea-Bissau,Sub-Saharan Africa,Africa,,,1987,
Biological,Infestation,Locust infestation,ETH,Ethiopia,Sub-Saharan Africa,Africa,,,1987,
Hydrological,Flood,Riverine flood,PER,Peru,Latin America and the Caribbean,Americas,,,1987,73.0
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,1987,5.0
Meteorological,Storm,Tropical cyclone,COM,Comoros,Sub-Saharan Africa,Africa,,,1987,24.0
Hydrological,Mass movement (wet),Mudslide,PER,Peru,Latin America and the Caribbean,Americas,,,1987,25.0
Geophysical,Volcanic activity,Ash fall,GTM,Guatemala,Latin America and the Caribbean,Americas,,,1987,
Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,1987,95.0
Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,1987,25.0
Hydrological,Flood,Flood (General),SUN,Soviet Union,Eastern Europe,Europe,,,1987,110.0
Biological,Epidemic,Infectious disease (General),GIN,Guinea,Sub-Saharan Africa,Africa,,,1987,18.0
Meteorological,Storm,Tropical cyclone,VUT,Vanuatu,Melanesia,Oceania,,,1987,48.0
Geophysical,Earthquake,Ground movement,PNG,Papua New Guinea,Melanesia,Oceania,-6.088,147.689,1987,1.0
Meteorological,Storm,Tropical cyclone,REU,Réunion,Sub-Saharan Africa,Africa,,,1987,10.0
Meteorological,Storm,Tropical cyclone,TUV,Tuvalu,Polynesia,Oceania,,,1987,
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,,,1987,3.0
Meteorological,Storm,Storm (General),TKL,Tokelau,Polynesia,Oceania,,,1987,
Biological,Epidemic,Viral disease,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,,,1987,63.0
Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,-37.965,176.765,1987,1.0
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,0.151,-77.785,1987,5000.0
Meteorological,Storm,Tornado,CHN,China,Eastern Asia,Asia,,,1987,2.0
Hydrological,Flood,Flood (General),PER,Peru,Latin America and the Caribbean,Americas,,,1987,100.0
Hydrological,Mass movement (wet),Mudslide,SUN,Soviet Union,Eastern Europe,Europe,,,1987,52.0
Biological,Epidemic,Viral disease,CHN,China,Eastern Asia,Asia,,,1987,
Hydrological,Flood,Flood (General),ARG,Argentina,Latin America and the Caribbean,Americas,,,1987,
Hydrological,Mass movement (wet),Mudslide,ECU,Ecuador,Latin America and the Caribbean,Americas,,,1987,100.0
Hydrological,Flood,Flood (General),MDV,Maldives,Southern Asia,Asia,,,1987,
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,2.244,98.866,1987,2.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1987,37.0
Climatological,Wildfire,Forest fire,GTM,Guatemala,Latin America and the Caribbean,Americas,,,1987,
Hydrological,Flood,Flood (General),KNA,Saint Kitts and Nevis,Latin America and the Caribbean,Americas,,,1987,
Climatological,Wildfire,Forest fire,SUN,Soviet Union,Eastern Europe,Europe,,,1987,
Hydrological,Flood,Riverine flood,POL,Poland,Eastern Europe,Europe,,,1987,
Biological,Epidemic,Viral disease,NGA,Nigeria,Sub-Saharan Africa,Africa,,,1987,89.0
Hydrological,Flood,Flood (General),SOM,Somalia,Sub-Saharan Africa,Africa,,,1987,
Geophysical,Mass movement (dry),Landslide (dry),IDN,Indonesia,South-eastern Asia,Asia,,,1987,131.0
Climatological,Wildfire,Forest fire,CHN,China,Eastern Asia,Asia,,,1987,191.0
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,,,1987,92.0
Meteorological,Storm,Tornado,USA,United States of America,Northern America,Americas,,,1987,29.0
Hydrological,Flood,Flood (General),CSK,Czechoslovakia,Eastern Europe,Europe,,,1987,
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,34.076,48.266,1987,2.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,41.529,79.318,1987,
Meteorological,Extreme temperature,Heat wave,IND,India,Southern Asia,Asia,,,1987,100.0
Biological,Epidemic,Bacterial disease,AGO,Angola,Sub-Saharan Africa,Africa,,,1987,59.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1987,12.0
Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,,,1987,5.0
Hydrological,Flood,Flood (General),LBN,Lebanon,Western Asia,Asia,,,1987,
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1987,132.0
Meteorological,Storm,Tropical cyclone,GNB,Guinea-Bissau,Sub-Saharan Africa,Africa,,,1987,1.0
Hydrological,Mass movement (wet),Landslide (wet),ITA,Italy,Southern Europe,Europe,,,1987,44.0
Hydrological,Flood,Riverine flood,COL,Colombia,Latin America and the Caribbean,Americas,,,1987,21.0
Hydrological,Flood,Riverine flood,CHL,Chile,Latin America and the Caribbean,Americas,,,1987,73.0
Hydrological,Flood,Flood (General),HTI,Haiti,Latin America and the Caribbean,Americas,,,1987,33.0
Meteorological,Storm,Tropical cyclone,KOR,Republic of Korea,Eastern Asia,Asia,,,1987,483.0
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,,,1987,2055.0
Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1987,147.0
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1987,20.0
Meteorological,Storm,Tornado,CAN,Canada,Northern America,Americas,,,1987,26.0
Meteorological,Storm,Tornado,CHN,China,Eastern Asia,Asia,,,1987,29.0
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,,,1987,1200.0
Climatological,Wildfire,Forest fire,CUB,Cuba,Latin America and the Caribbean,Americas,,,1987,
Biological,Epidemic,Bacterial disease,TUR,Türkiye,Western Asia,Asia,,,1987,11.0
Biological,Epidemic,Infectious disease (General),SDN,Sudan,Northern Africa,Africa,,,1987,60.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-19.022,-69.991,1987,5.0
Climatological,Wildfire,Forest fire,GRC,Greece,Southern Europe,Europe,,,1987,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1987,85.0
Meteorological,Storm,Storm (General),CHN,China,Eastern Asia,Asia,,,1987,101.0
Meteorological,Storm,Hail,ESP,Spain,Southern Europe,Europe,,,1987,
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,24.924,115.608,1987,
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,Asia,,,1987,65.0
Biological,Epidemic,Viral disease,MLI,Mali,Sub-Saharan Africa,Africa,,,1987,145.0
Biological,Epidemic,Bacterial disease,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,1987,450.0
Hydrological,Mass movement (wet),Mudslide,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,,,1987,96.0
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1987,102.0
Meteorological,Storm,Tropical cyclone,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,,,1987,
Meteorological,Storm,Tropical cyclone,DOM,Dominican Republic,Latin America and the Caribbean,Americas,,,1987,3.0
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,-0.978,-78.05,1987,2.0
Hydrological,Flood,Flood (General),LSO,Lesotho,Sub-Saharan Africa,Africa,,,1987,18.0
Meteorological,Storm,Tropical cyclone,BMU,Bermuda,Northern America,Americas,,,1987,
Biological,Epidemic,Bacterial disease,GNB,Guinea-Bissau,Sub-Saharan Africa,Africa,,,1987,68.0
Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,,,1987,506.0
Hydrological,Mass movement (wet),Landslide (wet),COL,Colombia,Latin America and the Caribbean,Americas,,,1987,640.0
Hydrological,Flood,Flood (General),GTM,Guatemala,Latin America and the Caribbean,Americas,,,1987,84.0
Biological,Epidemic,Viral disease,MRT,Mauritania,Sub-Saharan Africa,Africa,,,1987,35.0
Biological,Infestation,Locust infestation,MAR,Morocco,Northern Africa,Africa,,,1987,
Biological,Infestation,Locust infestation,DZA,Algeria,Northern Africa,Africa,,,1987,
Biological,Epidemic,Bacterial disease,MLI,Mali,Sub-Saharan Africa,Africa,,,1987,57.0
Biological,Epidemic,Viral disease,NGA,Nigeria,Sub-Saharan Africa,Africa,,,1987,100.0
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,34.061,-118.079,1987,8.0
Hydrological,Flood,Flood (General),VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,,,1987,40.0
Meteorological,Storm,Storm (General),GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,1987,20.0
Meteorological,Storm,Storm (General),FRA,France,Western Europe,Europe,,,1987,4.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1987,8.0
Hydrological,Flood,Flood (General),JOR,Jordan,Western Asia,Asia,,,1987,9.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1987,100.0
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1987,61.0
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,Asia,,,1987,101.0
Biological,Epidemic,Bacterial disease,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1987,90.0
Biological,Epidemic,Viral disease,LKA,Sri Lanka,Southern Asia,Asia,,,1987,53.0
Biological,Epidemic,Infectious disease (General),BGD,Bangladesh,Southern Asia,Asia,,,1987,100.0
Biological,Infestation,Locust infestation,MRT,Mauritania,Sub-Saharan Africa,Africa,,,1987,
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1987,38.0
Hydrological,Flood,Riverine flood,ESP,Spain,Southern Europe,Europe,,,1987,5.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1987,882.0
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-8.247,124.155,1987,125.0
Hydrological,Mass movement (wet),Avalanche (wet),CHL,Chile,Latin America and the Caribbean,Americas,,,1987,32.0
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,,,1987,24.0
Biological,Epidemic,Infectious disease (General),BGD,Bangladesh,Southern Asia,Asia,,,1987,100.0
Hydrological,Flood,Flood (General),MYS,Malaysia,South-eastern Asia,Asia,,,1987,3.0
Hydrological,Flood,Flood (General),HTI,Haiti,Latin America and the Caribbean,Americas,,,1987,
Hydrological,Mass movement (wet),Mudslide,PER,Peru,Latin America and the Caribbean,Americas,,,1987,70.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1987,38.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,35.38,140.214,1987,2.0
Biological,Epidemic,Bacterial disease,BEN,Benin,Sub-Saharan Africa,Africa,,,1987,41.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1987,119.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1987,12.0
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,Asia,,,1987,
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1987,5.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1987,22.0
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,33.015,-115.852,1987,2.0
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,33.013,115.838,1987,
Hydrological,Flood,Flood (General),HTI,Haiti,Latin America and the Caribbean,Americas,,,1987,
Hydrological,Flood,Flood (General),HTI,Haiti,Latin America and the Caribbean,Americas,,,1987,
Hydrological,Flood,Flood (General),NZL,New Zealand,Australia and New Zealand,Oceania,,,1987,
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1987,25.0
Hydrological,Flood,Riverine flood,CAN,Canada,Northern America,Americas,,,1987,
Meteorological,Storm,Tropical cyclone,GUM,Guam,Micronesia,Oceania,,,1987,
Hydrological,Flood,Flood (General),HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1987,
