Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Hydrological,Flood,Flash flood,PAN,Panama,Latin America and the Caribbean,Americas,,,1966,20.0
Meteorological,Storm,Tropical cyclone,SLB,Solomon Islands,Melanesia,Oceania,,,1966,3.0
Biological,Epidemic,Bacterial disease,MAR,Morocco,Northern Africa,Africa,,,1966,200.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-25.494,-70.55,1966,4.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1966,18.0
Meteorological,Storm,Lightning/Thunderstorms,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1966,15.0
Meteorological,Storm,Tropical cyclone,WSM,Samoa,Polynesia,Oceania,,,1966,10.0
Meteorological,Storm,Blizzard/Winter storm,CAN,Canada,Northern America,Americas,,,1966,
Meteorological,Storm,Storm (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1966,36.0
Meteorological,Storm,Tropical cyclone,ASM,American Samoa,Polynesia,Oceania,,,1966,90.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1966,166.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1966,61.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1966,40.0
Meteorological,Storm,Tropical cyclone,BHS,Bahamas,Latin America and the Caribbean,Americas,,,1966,
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1966,37.0
Climatological,Wildfire,Forest fire,PRT,Portugal,Southern Europe,Europe,,,1966,25.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.1,41.6,1966,10.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.9,41.3,1966,12.0
Geophysical,Earthquake,Ground movement,IND,India,Southern Asia,Asia,28.7,78.9,1966,15.0
Climatological,Drought,Drought,IDN,Indonesia,South-eastern Asia,Asia,,,1966,8000.0
Climatological,Drought,Drought,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1966,
Climatological,Drought,Drought,MLI,Mali,Sub-Saharan Africa,Africa,,,1966,
Climatological,Drought,Drought,NER,Niger,Sub-Saharan Africa,Africa,,,1966,
Climatological,Drought,Drought,SEN,Senegal,Sub-Saharan Africa,Africa,,,1966,
Climatological,Drought,Drought,TCD,Chad,Sub-Saharan Africa,Africa,,,1966,
Climatological,Drought,Drought,MAR,Morocco,Northern Africa,Africa,,,1966,
Climatological,Drought,Drought,PER,Peru,Latin America and the Caribbean,Americas,,,1966,
Climatological,Drought,Drought,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1966,
Hydrological,Flood,Flood (General),MYS,Malaysia,South-eastern Asia,Asia,,,1967,50.0
Hydrological,Flood,Flood (General),PER,Peru,Latin America and the Caribbean,Americas,,,1967,25.0
Biological,Epidemic,Viral disease,IND,India,Southern Asia,Asia,,,1967,3029.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1967,
Hydrological,Flood,Flood (General),URY,Uruguay,Latin America and the Caribbean,Americas,,,1967,8.0
Biological,Epidemic,Parasitic disease,LKA,Sri Lanka,Southern Asia,Asia,,,1967,2.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1967,
Meteorological,Storm,Storm (General),MEX,Mexico,Latin America and the Caribbean,Americas,,,1967,34.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1967,785.0
Hydrological,Flood,Flood (General),MOZ,Mozambique,Sub-Saharan Africa,Africa,,,1967,
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,1967,62.0
Hydrological,Flood,Flood (General),ECU,Ecuador,Latin America and the Caribbean,Americas,,,1967,
Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,2.849,-74.798,1967,61.0
Hydrological,Flood,Flood (General),MWI,Malawi,Sub-Saharan Africa,Africa,,,1967,
Hydrological,Mass movement (wet),Landslide (wet),BRA,Brazil,Latin America and the Caribbean,Americas,,,1967,436.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1967,
Biological,Epidemic,Infectious disease (General),NIC,Nicaragua,Latin America and the Caribbean,Americas,,,1967,53.0
Hydrological,Flood,Flood (General),SYR,Syrian Arab Republic,Western Asia,Asia,,,1967,
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,39.5,21.2,1967,9.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1967,50.0
Hydrological,Flood,Flood (General),IRQ,Iraq,Western Asia,Asia,,,1967,
Meteorological,Storm,Tropical cyclone,MMR,Myanmar,South-eastern Asia,Asia,,,1967,100.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1967,
Meteorological,Storm,Tornado,FRA,France,Western Europe,Europe,,,1967,5.0
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1967,347.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1967,263.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,40.751,30.8,1967,183.0
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,Asia,,,1967,32.0
Geophysical,Earthquake,Ground movement,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,10.559,-67.33,1967,240.0
Meteorological,Storm,Tropical cyclone,MEX,Mexico,Latin America and the Caribbean,Americas,,,1967,77.0
Hydrological,Flood,Flood (General),VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,,,1967,
Biological,Epidemic,Viral disease,ECU,Ecuador,Latin America and the Caribbean,Americas,,,1967,36.0
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1967,142.0
Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,,,1967,300.0
Meteorological,Storm,Tropical cyclone,MTQ,Martinique,Latin America and the Caribbean,Americas,,,1967,15.0
Meteorological,Storm,Tropical cyclone,LCA,Saint Lucia,Latin America and the Caribbean,Americas,,,1967,
Meteorological,Storm,Tropical cyclone,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,,,1967,2.0
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1967,15.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1967,
Biological,Epidemic,Bacterial disease,NPL,Nepal,Southern Asia,Asia,,,1967,17.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1967,41.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1967,1000.0
Hydrological,Flood,Flood (General),ARG,Argentina,Latin America and the Caribbean,Americas,,,1967,56.0
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1967,69.0
Hydrological,Flood,Flood (General),LKA,Sri Lanka,Southern Asia,Asia,,,1967,24.0
Meteorological,Storm,Tropical cyclone,MMR,Myanmar,South-eastern Asia,Asia,,,1967,178.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1967,27.0
Hydrological,Flood,Flood (General),DZA,Algeria,Northern Africa,Africa,,,1967,20.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1967,107.0
Meteorological,Storm,Tropical cyclone,SLB,Solomon Islands,Melanesia,Oceania,,,1967,12.0
Hydrological,Flood,Flood (General),PRT,Portugal,Southern Europe,Europe,,,1967,462.0
Geophysical,Earthquake,Ground movement,YUG,Yugoslavia,Southern Europe,Europe,42.0,21.28,1967,7.0
Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,41.386,20.532,1967,11.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1967,160.0
Geophysical,Earthquake,Ground movement,IND,India,Southern Asia,Asia,17.412,73.885,1967,177.0
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,1967,
Hydrological,Flood,Flood (General),MEX,Mexico,Latin America and the Caribbean,Americas,,,1967,
Meteorological,Storm,Tropical cyclone,MUS,Mauritius,Sub-Saharan Africa,Africa,,,1967,
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1967,35.0
Hydrological,Mass movement (wet),Landslide (wet),COG,Congo,Sub-Saharan Africa,Africa,,,1967,154.0
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1967,
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-3.7,119.3,1967,71.0
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,-8.965,113.017,1967,54.0
Meteorological,Storm,Tornado,BEL,Belgium,Western Europe,Europe,,,1967,
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1967,80.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1967,74.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1967,56.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1967,50.0
Geophysical,Earthquake,Ground movement,FRA,France,Western Europe,Europe,43.2,-0.5,1967,1.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,30.2,104.1,1967,
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,5.121,96.286,1967,14.0
Geophysical,Earthquake,Ground movement,DZA,Algeria,Northern Africa,Africa,35.5,-0.1,1967,10.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.5,40.4,1967,97.0
Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,6.747,-73.032,1967,20.0
Climatological,Drought,Drought,UGA,Uganda,Sub-Saharan Africa,Africa,,,1967,
Climatological,Drought,Drought,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1967,
Climatological,Drought,Drought,NPL,Nepal,Southern Asia,Asia,,,1967,
Climatological,Drought,Drought,KOR,Republic of Korea,Eastern Asia,Asia,,,1967,
Climatological,Drought,Drought,AUS,Australia,Australia and New Zealand,Oceania,,,1967,600.0
Meteorological,Storm,Tropical cyclone,MDG,Madagascar,Sub-Saharan Africa,Africa,,,1968,29.0
Biological,Epidemic,Bacterial disease,IDN,Indonesia,South-eastern Asia,Asia,,,1968,40.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1968,34.0
Geophysical,Earthquake,Ground movement,NIC,Nicaragua,Latin America and the Caribbean,Americas,12.1,-86.2,1968,
Meteorological,Storm,Storm (General),MYS,Malaysia,South-eastern Asia,Asia,,,1968,21.0
Meteorological,Storm,Storm (General),GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,1968,20.0
Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,37.702,13.033,1968,224.0
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,Asia,,,1968,29.0
Meteorological,Storm,Tropical cyclone,NCL,New Caledonia,Melanesia,Oceania,,,1968,
Hydrological,Mass movement (wet),Avalanche (wet),CHE,Switzerland,Western Europe,Europe,,,1968,20.0
Meteorological,Storm,Storm (General),COL,Colombia,Latin America and the Caribbean,Americas,,,1968,
Meteorological,Storm,Tropical cyclone,NIU,Niue,Polynesia,Oceania,,,1968,
Hydrological,Flood,Flood (General),BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,1968,24.0
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,39.368,24.957,1968,19.0
Hydrological,Flood,Flood (General),TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,1968,40.0
Hydrological,Mass movement (wet),Landslide (wet),COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,,,1968,154.0
Biological,Epidemic,Bacterial disease,PAK,Pakistan,Southern Asia,Asia,,,1968,37.0
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,,,1968,12.0
Biological,Epidemic,Viral disease,TUR,Türkiye,Western Asia,Asia,,,1968,98.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1968,118.0
Geophysical,Volcanic activity,Ash fall,PHL,Philippines,South-eastern Asia,Asia,,,1968,3.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,39.2,44.3,1968,38.0
Hydrological,Flood,Flood (General),KEN,Kenya,Sub-Saharan Africa,Africa,,,1968,
Biological,Epidemic,Bacterial disease,MYS,Malaysia,South-eastern Asia,Asia,,,1968,2.0
Hydrological,Flood,Flood (General),IRQ,Iraq,Western Asia,Asia,,,1968,
Hydrological,Flood,Flood (General),ETH,Ethiopia,Sub-Saharan Africa,Africa,,,1968,1.0
Meteorological,Storm,Tropical cyclone,MMR,Myanmar,South-eastern Asia,Asia,,,1968,1070.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,40.5,140.43,1968,47.0
Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,,,1968,
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-5.61,-77.086,1968,11.0
Hydrological,Flood,Flood (General),GHA,Ghana,Sub-Saharan Africa,Africa,,,1968,
Hydrological,Flood,Flood (General),BGD,Bangladesh,Southern Asia,Asia,,,1968,221.0
Hydrological,Flood,Flash flood,IND,India,Southern Asia,Asia,,,1968,4892.0
Meteorological,Storm,Tornado,DFR,Germany Federal Republic,Western Europe,Europe,,,1968,2.0
Meteorological,Storm,Storm (General),CHL,Chile,Latin America and the Caribbean,Americas,,,1968,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1968,22.0
Geophysical,Volcanic activity,Ash fall,CRI,Costa Rica,Latin America and the Caribbean,Americas,,,1968,87.0
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,16.316,122.067,1968,271.0
Hydrological,Flood,Flood (General),NIC,Nicaragua,Latin America and the Caribbean,Americas,,,1968,
Geophysical,Earthquake,Tsunami,IDN,Indonesia,South-eastern Asia,Asia,0.157,119.802,1968,200.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1968,
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1968,
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,34.158,59.083,1968,10000.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1968,
Hydrological,Flood,Flood (General),ZAF,South Africa,Sub-Saharan Africa,Africa,,,1968,
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,41.86,32.463,1968,24.0
Hydrological,Flood,Flood (General),LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,,,1968,2.0
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,15.5,-92.7,1968,15.0
Hydrological,Mass movement (wet),Landslide (wet),IND,India,Southern Asia,Asia,,,1968,1000.0
Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,Asia,,,1968,276.0
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1968,
Geophysical,Earthquake,Ground movement,AUS,Australia,Australia and New Zealand,Oceania,-31.566,117.071,1968,
Meteorological,Storm,Storm (General),KOR,Republic of Korea,Eastern Asia,Asia,,,1968,18.0
Hydrological,Flood,Flood (General),IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1968,30.0
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",AUS,Australia,Australia and New Zealand,Oceania,,,1968,12.0
Hydrological,Flood,Flood (General),ITA,Italy,Southern Europe,Europe,,,1968,72.0
Geophysical,Earthquake,Ground movement,YUG,Yugoslavia,Southern Europe,Europe,42.1,19.3,1968,1.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1968,50.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1968,7.0
Meteorological,Storm,Tropical cyclone,SLB,Solomon Islands,Melanesia,Oceania,,,1968,1.0
Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,-41.659,172.02,1968,3.0
Climatological,Wildfire,Forest fire,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1968,
Hydrological,Mass movement (wet),Landslide (wet),HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1968,22.0
Meteorological,Storm,Tropical cyclone,WSM,Samoa,Polynesia,Oceania,,,1968,
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1968,55.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1968,70.0
Meteorological,Extreme temperature,Heat wave,MEX,Mexico,Latin America and the Caribbean,Americas,,,1968,40.0
Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,,,1968,1000.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1968,102.0
Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,,,1968,560.0
Meteorological,Extreme temperature,Heat wave,BRA,Brazil,Latin America and the Caribbean,Americas,,,1968,113.0
Meteorological,Storm,Tropical cyclone,NZL,New Zealand,Australia and New Zealand,Oceania,,,1968,50.0
Hydrological,Flood,Flood (General),TUR,Türkiye,Western Asia,Asia,,,1968,147.0
Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,16.519,-97.739,1968,18.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,34.0,58.2,1968,700.0
Climatological,Drought,Drought,BWA,Botswana,Sub-Saharan Africa,Africa,,,1968,
Climatological,Drought,Drought,LSO,Lesotho,Sub-Saharan Africa,Africa,,,1968,
Climatological,Drought,Drought,HTI,Haiti,Latin America and the Caribbean,Americas,,,1968,
Climatological,Drought,Drought,JAM,Jamaica,Latin America and the Caribbean,Americas,,,1968,
Climatological,Drought,Drought,CHL,Chile,Latin America and the Caribbean,Americas,,,1968,
Climatological,Drought,Drought,DOM,Dominican Republic,Latin America and the Caribbean,Americas,,,1968,
Climatological,Drought,Drought,GMB,Gambia,Sub-Saharan Africa,Africa,,,1968,
Hydrological,Flood,Flood (General),MWI,Malawi,Sub-Saharan Africa,Africa,,,1969,
Biological,Epidemic,Bacterial disease,MLI,Mali,Sub-Saharan Africa,Africa,,,1969,500.0
Biological,Epidemic,Viral disease,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1969,304.0
Biological,Epidemic,Viral disease,NIC,Nicaragua,Latin America and the Caribbean,Americas,,,1969,
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,Asia,,,1969,
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1969,115.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,37.1,57.9,1969,50.0
Biological,Epidemic,Viral disease,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,1969,16.0
Meteorological,Storm,Tropical cyclone,NCL,New Caledonia,Melanesia,Oceania,,,1969,
Meteorological,Storm,Tropical cyclone,MDG,Madagascar,Sub-Saharan Africa,Africa,,,1969,81.0
Geophysical,Earthquake,Tsunami,IDN,Indonesia,South-eastern Asia,Asia,-3.201,118.904,1969,64.0
Hydrological,Flood,Flash flood,BRA,Brazil,Latin America and the Caribbean,Americas,,,1969,316.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.515,28.546,1969,53.0
Geophysical,Earthquake,Ground movement,ETH,Ethiopia,Sub-Saharan Africa,Africa,11.9,41.21,1969,24.0
Hydrological,Flood,Flood (General),IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1969,20.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1969,849.0
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1969,
Biological,Epidemic,Viral disease,ECU,Ecuador,Latin America and the Caribbean,Americas,,,1969,400.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1969,600.0
Biological,Epidemic,Viral disease,GTM,Guatemala,Latin America and the Caribbean,Americas,,,1969,4.0
Biological,Epidemic,Viral disease,SLV,El Salvador,Latin America and the Caribbean,Americas,,,1969,12.0
Meteorological,Storm,Storm (General),FRA,France,Western Europe,Europe,,,1969,23.0
Meteorological,Storm,Storm (General),JPN,Japan,Eastern Asia,Asia,,,1969,72.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1969,11.0
Meteorological,Storm,Storm (General),IND,India,Southern Asia,Asia,,,1969,15.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,22.317,111.8,1969,3000.0
Hydrological,Flood,Flood (General),SUR,Suriname,Latin America and the Caribbean,Americas,,,1969,
Meteorological,Storm,Storm (General),KOR,Republic of Korea,Eastern Asia,Asia,,,1969,85.0
Meteorological,Storm,Storm (General),MEX,Mexico,Latin America and the Caribbean,Americas,,,1969,58.0
Hydrological,Flood,Flood (General),LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,,,1969,
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1969,323.0
Biological,Epidemic,Bacterial disease,KOR,Republic of Korea,Eastern Asia,Asia,,,1969,137.0
Meteorological,Storm,Tropical cyclone,HND,Honduras,Latin America and the Caribbean,Americas,,,1969,
Meteorological,Storm,Tropical cyclone,SLV,El Salvador,Latin America and the Caribbean,Americas,,,1969,2.0
Meteorological,Storm,Tropical cyclone,GTM,Guatemala,Latin America and the Caribbean,Americas,,,1969,269.0
Biological,Epidemic,Viral disease,HND,Honduras,Latin America and the Caribbean,Americas,,,1969,
Hydrological,Flood,Flood (General),KOR,Republic of Korea,Eastern Asia,Asia,,,1969,408.0
Hydrological,Flood,Flood (General),TUN,Tunisia,Northern Africa,Africa,,,1969,540.0
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1969,194.0
Hydrological,Flood,Flood (General),DZA,Algeria,Northern Africa,Africa,,,1969,76.0
Geophysical,Earthquake,Ground movement,ZAF,South Africa,Sub-Saharan Africa,Africa,-33.268,19.386,1969,9.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-11.841,-75.051,1969,150.0
Biological,Epidemic,Viral disease,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1969,130.0
Biological,Epidemic,Viral disease,NER,Niger,Sub-Saharan Africa,Africa,,,1969,2.0
Biological,Epidemic,Viral disease,NGA,Nigeria,Sub-Saharan Africa,Africa,,,1969,2000.0
Biological,Epidemic,Viral disease,MLI,Mali,Sub-Saharan Africa,Africa,,,1969,13.0
Hydrological,Flood,Flood (General),CRI,Costa Rica,Latin America and the Caribbean,Americas,,,1969,7.0
Hydrological,Mass movement (wet),Landslide (wet),MEX,Mexico,Latin America and the Caribbean,Americas,,,1969,18.0
Meteorological,Storm,Storm (General),IND,India,Southern Asia,Asia,,,1969,
Geophysical,Earthquake,Ground movement,YUG,Yugoslavia,Southern Europe,Europe,44.9,17.3,1969,15.0
Biological,Epidemic,Viral disease,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,,,1969,2.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1969,200.0
Hydrological,Flood,Riverine flood,COL,Colombia,Latin America and the Caribbean,Americas,,,1969,
Meteorological,Storm,Storm (General),CYP,Cyprus,Western Asia,Asia,,,1969,3.0
Hydrological,Flood,Flood (General),LKA,Sri Lanka,Southern Asia,Asia,,,1969,62.0
Geophysical,Volcanic activity,Ash fall,PHL,Philippines,South-eastern Asia,Asia,,,1969,
Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1969,
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1969,
Hydrological,Flood,Flood (General),HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1969,
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1969,100.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1969,31.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1969,166.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1969,54.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1969,41.0
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,1969,75.0
Geophysical,Earthquake,Ground movement,MAR,Morocco,Northern Africa,Africa,36.033,-10.613,1969,11.0
Geophysical,Earthquake,Ground movement,PRT,Portugal,Southern Europe,Europe,36.033,-10.613,1969,2.0
Geophysical,Earthquake,Ground movement,EGY,Egypt,Northern Africa,Africa,27.575,33.895,1969,2.0
Climatological,Drought,Drought,BEN,Benin,Sub-Saharan Africa,Africa,,,1972,
Climatological,Drought,Drought,BFA,Burkina Faso,Sub-Saharan Africa,Africa,,,1969,
Climatological,Drought,Drought,CPV,Cabo Verde,Sub-Saharan Africa,Africa,,,1972,
Climatological,Drought,Drought,GMB,Gambia,Sub-Saharan Africa,Africa,,,1971,
Climatological,Drought,Drought,GNB,Guinea-Bissau,Sub-Saharan Africa,Africa,,,1972,
Climatological,Drought,Drought,MRT,Mauritania,Sub-Saharan Africa,Africa,,,1969,
Climatological,Drought,Drought,SEN,Senegal,Sub-Saharan Africa,Africa,,,1969,
Climatological,Drought,Drought,TCD,Chad,Sub-Saharan Africa,Africa,,,1969,
Climatological,Drought,Drought,AFG,Afghanistan,Southern Asia,Asia,,,1969,
Climatological,Drought,Drought,ETH,Ethiopia,Sub-Saharan Africa,Africa,,,1969,
Climatological,Drought,Drought,SOM,Somalia,Sub-Saharan Africa,Africa,,,1969,
Climatological,Drought,Drought,IRQ,Iraq,Western Asia,Asia,,,1969,
Climatological,Drought,Drought,YMN,Yemen Arab Republic,Western Asia,Asia,,,1969,
Climatological,Drought,Drought,PER,Peru,Latin America and the Caribbean,Americas,,,1969,
Hydrological,Flood,Flood (General),MAR,Morocco,Northern Africa,Africa,,,1970,11.0
Hydrological,Flood,Flood (General),PER,Peru,Latin America and the Caribbean,Americas,,,1970,3.0
Biological,Epidemic,Bacterial disease,NER,Niger,Sub-Saharan Africa,Africa,,,1970,319.0
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,15.791,121.63,1970,14.0
Biological,Epidemic,Bacterial disease,CYP,Cyprus,Western Asia,Asia,,,1970,
Biological,Epidemic,Bacterial disease,ETH,Ethiopia,Sub-Saharan Africa,Africa,,,1970,500.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,24.185,102.543,1970,10000.0
Hydrological,Flood,Flood (General),ARG,Argentina,Latin America and the Caribbean,Americas,,,1970,36.0
Hydrological,Mass movement (wet),Landslide (wet),IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1970,43.0
Hydrological,Mass movement (wet),Avalanche (wet),FRA,France,Western Europe,Europe,,,1970,42.0
