Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Hydrological,Flood,Flood (General),IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1966,42.0
Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,,,1966,31.0
Meteorological,Storm,Tropical cyclone,ATG,Antigua and Barbuda,Latin America and the Caribbean,Americas,,,1966,
Meteorological,Storm,Tropical cyclone,GLP,Guadeloupe,Latin America and the Caribbean,Americas,,,1966,25.0
Meteorological,Storm,Tropical cyclone,DOM,Dominican Republic,Latin America and the Caribbean,Americas,,,1966,74.0
Meteorological,Storm,Tropical cyclone,HTI,Haiti,Latin America and the Caribbean,Americas,,,1966,480.0
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1966,5.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1966,850.0
Meteorological,Storm,Tropical cyclone,BHS,Bahamas,Latin America and the Caribbean,Americas,,,1966,5.0
Hydrological,Flood,Flood (General),DZA,Algeria,Northern Africa,Africa,,,1966,57.0
Meteorological,Storm,Tropical cyclone,MEX,Mexico,Latin America and the Caribbean,Americas,,,1966,14.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-10.665,-78.228,1966,120.0
Hydrological,Mass movement (wet),Landslide (wet),GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,,,1966,140.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1966,18.0
Hydrological,Flood,Flood (General),ITA,Italy,Southern Europe,Europe,,,1966,70.0
