Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Latitude,Longitude,Start Year,Total Deaths
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1945,3746.0
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,,,1945,
Meteorological,Storm,Tropical cyclone,BHS,Bahamas,Latin America and the Caribbean,Americas,,,1945,22.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1945,
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1945,451.0
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,24.927,63.601,1945,4000.0
Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,,,1945,
Biological,Epidemic,Viral disease,BEL,Belgium,Western Europe,Europe,,,1945,
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1945,43.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1945,119.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1945,34.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,34.612,137.064,1945,2306.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,37.4,35.8,1945,300.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,35.2,52.1,1945,20.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.5,43.3,1945,300.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,39.5,119.0,1945,17.0
Geophysical,Earthquake,Ground movement,DZA,Algeria,Northern Africa,Africa,35.75,5.0,1946,276.0
Geophysical,Volcanic activity,Ash fall,TON,Tonga,Polynesia,Oceania,,,1946,
Meteorological,Storm,Tropical cyclone,COK,Cook Islands,Polynesia,Oceania,,,1946,
Geophysical,Earthquake,Tsunami,USA,United States of America,Northern America,Americas,53.492,-162.832,1946,165.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.3,41.2,1946,840.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-26.5,-70.5,1946,2.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-8.41,-77.535,1946,1400.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,33.116,135.895,1946,2000.0
Meteorological,Storm,Storm (General),CAN,Canada,Northern America,Americas,,,1946,17.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1946,33.0
Geophysical,Earthquake,Ground movement,DOM,Dominican Republic,Latin America and the Caribbean,Americas,19.25,-69.0,1946,73.0
Meteorological,Storm,Tropical cyclone,AZO,Azores Islands,Southern Europe,Europe,,,1946,27.0
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,39.826,54.648,1946,400.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1946,260.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,38.2,31.8,1946,12.0
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,26.19,121.086,1946,58.0
Climatological,Drought,Drought,CPV,Cabo Verde,Sub-Saharan Africa,Africa,,,1946,30000.0
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,33.621,58.643,1947,400.0
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,Asia,,,1947,2000.0
Biological,Epidemic,Bacterial disease,EGY,Egypt,Northern Africa,Africa,,,1947,10276.0
Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,,,1947,51.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1947,1930.0
Climatological,Wildfire,Forest fire,USA,United States of America,Northern America,Americas,,,1947,
Meteorological,Storm,Tropical cyclone,HKG,"China, Hong Kong Special Administrative Region",Eastern Asia,Asia,,,1947,2000.0
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,Asia,,,1947,500.0
Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,-10.973,-74.725,1947,233.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1947,167.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1947,35.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1947,55.0
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,36.728,21.897,1947,3.0
Climatological,Drought,Drought,BGD,Bangladesh,Southern Asia,Asia,,,1947,
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,,,1948,200.0
Meteorological,Storm,Tropical cyclone,NCL,New Caledonia,Melanesia,Oceania,,,1948,2.0
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,36.5,136.0,1948,5131.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1948,868.0
Hydrological,Mass movement (wet),Landslide (wet),IND,India,Southern Asia,Asia,,,1948,500.0
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1948,3.0
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,37.95,58.32,1948,110000.0
Meteorological,Storm,Tropical cyclone,CUB,Cuba,Latin America and the Caribbean,Americas,,,1948,11.0
Meteorological,Storm,Tropical cyclone,BMU,Bermuda,Northern America,Americas,,,1948,
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,10.5,122.0,1948,72.0
Meteorological,Storm,Tropical cyclone,REU,Réunion,Sub-Saharan Africa,Africa,,,1948,165.0
Hydrological,Flood,Flood (General),TUR,Türkiye,Western Asia,Asia,,,1948,200.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1948,42.0
Hydrological,Flood,Flood (General),USA,United States of America,Northern America,Americas,,,1948,55.0
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1948,330.0
Hydrological,Flood,Flood (General),TUR,Türkiye,Western Asia,Asia,,,1948,132.0
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1948,1000.0
Meteorological,Storm,Storm (General),ITA,Italy,Southern Europe,Europe,,,1948,80.0
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,Asia,,,1948,800.0
Geophysical,Volcanic activity,Ash fall,CHL,Chile,Latin America and the Caribbean,Americas,,,1948,100.0
Hydrological,Mass movement (wet),Landslide (wet),ITA,Italy,Southern Europe,Europe,,,1948,25.0
Hydrological,Flood,Flood (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1948,200.0
Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,38.532,20.425,1948,2.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,29.5,100.5,1948,800.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,26.4,99.7,1948,110.0
Hydrological,Mass movement (wet),Landslide (wet),SUN,Soviet Union,Eastern Europe,Europe,,,1949,12000.0
Geophysical,Volcanic activity,Ash fall,COL,Colombia,Latin America and the Caribbean,Americas,,,1949,1000.0
Geophysical,Volcanic activity,Ash fall,MEX,Mexico,Latin America and the Caribbean,Americas,,,1949,1000.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-38.0,-73.5,1949,35.0
Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,47.167,-122.617,1949,8.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1949,419.0
Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,39.2,70.8,1949,3500.0
Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,-1.5,-78.2,1949,6000.0
Hydrological,Flood,Flood (General),GTM,Guatemala,Latin America and the Caribbean,Americas,,,1949,40000.0
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,Asia,,,1949,1000.0
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,,,1949,1000.0
Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,-54.0,-71.0,1949,6.0
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,39.0,40.5,1949,320.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1949,59.0
Meteorological,Storm,Storm (General),USA,United States of America,Northern America,Americas,,,1949,28.0
Meteorological,Storm,Storm (General),BRA,Brazil,Latin America and the Caribbean,Americas,,,1949,100.0
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,,1949,57000.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1949,38.0
Climatological,Wildfire,Wildfire (General),FRA,France,Western Europe,Europe,,,1949,80.0
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,Asia,,,1949,160.0
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,42.0,84.0,1949,21.0
